"","webid","name","hlyRange","dlyRange","mlyRange"
"7147",41883,"INUVIK CLIMATE","2003-08-07/2012-05-16","2003-08-01/2012-05-16","2003-08-01/2007-11-01"
"7148",27222,"INUVIK CR10","N/A","1999-07-01/1999-09-30","1999-07-01/1999-09-01"
"7149",8938,"INUVIK UA","N/A","1995-07-01/2007-10-02","1995-07-01/2007-09-01"
"7150",1673,"JAMES CREEK","N/A","1983-12-01/1986-11-30","1984-01-01/1986-12-01"
"7151",27794,"JEAN MARIE","1999-04-08/2000-10-01","1999-03-01/2000-10-01","N/A"
"7152",1791,"JOHNSON POINT A","1972-04-01/1976-04-30","1972-04-01/1976-04-30","1972-01-01/1976-12-01"
"7153",10825,"KEATS POINT","1998-07-28/2012-05-16","2001-01-01/2007-11-30","2006-06-01/2006-07-01"
"7154",1674,"LAC LA MARTRE","1994-03-07/2012-05-16","1974-05-01/2012-05-16","1974-01-01/2007-09-01"
"7155",1676,"LIARD TOWER","N/A","1974-05-01/1975-08-31","1974-01-01/1975-12-01"
"7156",27608,"LINDBURG LANDING","1998-06-18/2012-05-16","1998-06-01/2012-05-16","1998-07-01/2007-11-01"
"7157",10760,"LITTLE CHICAGO","1994-02-01/2012-05-16","1993-09-16/2012-05-16","2005-11-01/2007-08-01"
"7158",1621,"LITTLE DOCTOR LAKE","N/A","1974-10-01/1985-04-30","1974-01-01/1985-12-01"
"7159",10823,"LIVERPOOL BAY","1994-09-07/2012-05-16","1992-12-26/2012-05-16","2005-11-01/2007-08-01"
"7160",27610,"LOWER CARP LAKE","1992-01-22/2012-05-16","1998-06-22/2012-05-16","1998-07-01/2006-07-01"
"7161",27797,"LUTSELK'E A","1999-06-17/2012-05-16","1999-06-01/2009-12-31","1999-06-01/2007-11-01"
"7162",29451,"LUTSELK'E CS","1999-12-17/2012-05-16","2000-01-01/2012-05-16","2000-02-01/2007-11-01"
"7163",1672,"LYNX LAKE","N/A","1990-10-01/1993-03-31","1990-01-01/1993-12-01"
"7164",1622,"MARIAN LAKE TOWER","N/A","1974-06-01/1975-08-31","1974-01-01/1975-12-01"
"7165",1792,"MOULD BAY A","1953-01-01/1997-06-28","1948-05-01/1997-03-31","1948-01-01/1997-03-01"
"7166",10908,"MOULD BAY CAMP","1994-02-01/1997-08-31","1993-10-02/1997-08-31","N/A"
"7167",27324,"MOULD BAY CS","1997-08-07/2012-05-16","1997-08-01/2012-05-16","2002-12-01/2007-11-01"
"7168",1677,"NAHANNI BUTTE","N/A","1974-06-01/1976-08-31","1974-01-01/1976-12-01"
"7169",1678,"NAHANNI VALLEY","N/A","1974-05-01/1988-09-30","1974-01-01/1988-12-01"
"7170",1679,"NICHOLSON PENINSULA","1973-08-09/1993-06-30","1957-07-01/2010-07-12","1957-01-01/1993-12-01"
"7171",10846,"NICHOLSON PENINSULA 1","1992-12-31/1993-04-27","1992-12-26/1993-02-04","N/A"
"7172",1680,"NORMAN WELLS A","1953-01-01/2012-05-16","1943-05-01/2012-05-16","1943-01-01/2011-07-01"
"7173",43004,"NORMAN WELLS CLIMATE","2003-12-31/2012-05-15","2004-09-09/2012-05-15","2005-03-01/2007-11-01"
"7174",1681,"NORMAN WELLS SITE 1","N/A","N/A","1960-01-01/1960-12-01"
"7175",1682,"NORMAN WELLS SITE 2","N/A","N/A","1960-01-01/1960-12-01"
"7176",1683,"NORMAN WELLS SITE 3","N/A","N/A","1960-01-01/1960-12-01"
"7177",1684,"NORMAN WELLS SITE 4","N/A","N/A","1960-01-01/1960-12-01"
"7178",26986,"PAULATUK","1994-08-22/2012-05-16","1994-08-22/2012-05-16","2000-06-01/2007-11-01"
"7179",1685,"PAULATUK A","1987-10-01/2012-05-16","1985-05-01/2008-12-31","1985-01-01/2007-08-01"
"7180",1686,"PEARCE POINT","N/A","1959-01-01/1963-07-31","1959-01-01/1963-12-01"
"7181",10091,"PELLY ISLAND","1994-02-01/2012-05-16","1993-01-27/2012-05-16","2006-03-01/2006-07-01"
"7182",1687,"PINE POINT","N/A","1953-08-01/1965-11-30","1953-01-01/1965-12-01"
"7183",1688,"PINE POINT","N/A","1975-11-01/1988-04-30","1975-01-01/1988-12-01"
"7184",1690,"PORT RADIUM","1953-01-01/1974-09-25","1937-12-01/1974-09-30","1937-01-01/1974-12-01"
"7185",8944,"PORT RADIUM (AUT)","1977-01-01/1983-09-13","N/A","N/A"
"7186",1689,"PORTER LAKE","N/A","1975-06-01/1975-08-31","1975-01-01/1975-12-01"
"7187",10931,"POWDER LAKE","1994-05-29/2003-01-20","1994-05-30/2003-05-31","1996-06-01/2003-05-01"
"7188",27889,"QAVVIK LAKE","2000-01-17/2011-03-11","1999-07-30/2011-03-08","2000-08-01/2007-09-01"
"7189",26895,"RABBIT KETTLE","1995-09-19/2012-05-16","1995-09-19/2012-05-16","1998-04-01/2007-09-01"
"7190",10926,"RAE LAKES","1994-02-01/2012-05-16","1994-12-08/2012-05-16","2005-11-01/2006-07-01"
"7191",1691,"RAE LAKES","N/A","1974-05-01/2000-03-31","1974-01-01/2000-03-01"
"7192",26833,"RAMPART RIVER","1994-07-22/2002-12-07","1994-11-01/2003-05-31","1996-06-01/2002-04-01"
"7193",1794,"SACHS HARBOUR A","1955-11-01/2012-05-16","1955-11-01/2008-12-31","1955-01-01/2007-06-01"
"7194",10076,"SACHS HARBOUR CLIMATE","1994-02-01/2012-05-16","1994-08-07/2012-05-16","2004-08-01/2007-11-01"
"7195",1693,"SANS SAULT RAPIDS","N/A","1973-01-01/1973-01-31","1971-01-01/1973-12-01"
"7196",1694,"SNARE RAPIDS","N/A","1947-06-01/2000-09-30","1947-01-01/2000-09-01"
"7197",1695,"SNOWDRIFT","1973-03-01/1974-08-31","1972-09-01/1974-08-31","1972-01-01/1974-12-01"
"7198",26896,"ST CHARLES CREEK","1995-07-10/2003-06-15","1995-07-10/2003-06-15","1998-08-01/2002-09-01"
"7199",10824,"STORM HILLS","1999-02-01/2012-05-16","1993-01-19/2007-11-30","2000-06-01/2000-06-01"
"7200",10598,"THOMSEN RIVER","1997-07-26/2012-05-16","1997-07-08/2012-05-16","1998-01-01/2007-11-01"
"7201",27620,"TRAIL VALLEY","1998-09-15/2012-05-16","1998-09-01/2012-05-16","2002-07-01/2006-07-01"
"7202",10880,"TROUT LAKE","1994-02-01/2012-05-16","1994-05-17/2012-05-16","2006-06-01/2007-02-01"
"7203",1696,"TSICHU RIVER","N/A","1974-10-01/1982-07-31","1974-01-01/1982-12-01"
"7204",1697,"TSU LAKE","N/A","1974-05-01/1974-08-31","1975-01-01/1975-12-01"
"7205",1698,"TUKTOYAKTUK","N/A","1948-10-01/1956-02-29","1948-01-01/1956-12-01"
"7206",26987,"TUKTOYAKTUK","1994-08-30/2012-05-16","1995-04-21/2012-05-16","1999-10-01/2006-07-01"
"7207",1699,"TUKTOYAKTUK","1958-01-01/1993-06-30","1957-06-01/1993-06-30","1957-01-01/1993-12-01"
"7208",10845,"TUKTOYAKTUK 1","1992-12-31/1993-04-27","1993-01-21/1993-01-26","N/A"
"7209",1700,"TUKTOYAKTUK A","1970-04-15/2012-05-16","1970-04-01/2008-12-30","1970-01-01/2007-11-01"
"7210",27626,"TUKTUT NOGAIT","1998-09-14/2012-05-16","1998-09-19/2012-05-16","1998-12-01/2007-09-01"
"7211",1650,"TULITA A","1987-12-05/2012-05-16","1903-10-01/2008-12-18","1903-01-01/2007-11-01"
"7212",1701,"TUNDRA MINE","N/A","1963-09-01/1967-12-31","1963-01-01/1967-12-01"
"7213",1702,"TUNGSTEN","N/A","1966-10-01/1990-12-31","1966-01-01/1990-12-01"
"7214",1703,"TUNUNUK","N/A","1959-01-01/1963-07-31","1959-01-01/1963-12-01"
"7215",1704,"TWIN GORGES","N/A","1967-08-01/1970-05-31","1967-01-01/1970-12-01"
"7216",1789,"ULUKHAKTOK A","1987-10-01/2012-05-16","1979-09-01/2008-12-31","1979-01-01/2007-11-01"
"7217",8947,"VIRGINIA FALLS","1994-07-08/2004-12-31","1994-03-22/2009-03-01","1998-04-01/2002-05-01"
"7218",1705,"WRIGLEY A","1957-01-01/2012-05-16","1943-08-01/2009-12-30","1943-01-01/2007-11-01"
"7219",1706,"YELLOWKNIFE A","1953-01-01/2012-05-16","1942-07-01/2012-05-16","1942-01-01/2007-11-01"
"7220",27338,"YELLOWKNIFE CS","N/A","1997-07-01/2004-11-30","1997-07-01/2004-06-01"
"7221",1707,"YELLOWKNIFE HYDRO","N/A","1943-01-01/2000-06-30","1943-01-01/2000-06-01"
"7222",45467,"YELLOWKNIFE-HENDERSON","N/A","2006-07-01/2012-05-16","2006-07-01/2007-11-01"
"7223",1635,"YOHIN","1973-05-14/2012-05-16","1957-06-01/2012-05-16","1957-01-01/2007-09-01"
"7224",6288,"ABERCROMBIE POINT","N/A","1973-09-01/1978-12-31","1973-01-01/1978-12-01"
"7225",7103,"AMHERST (AUT)","1994-02-01/2005-05-04","1992-12-04/2005-05-03","N/A"
"7226",6289,"ANNAPOLIS ROYAL","N/A","1914-04-01/2007-06-04","1914-01-01/2006-02-01"
"7227",6291,"ANTIGONISH","N/A","1979-07-01/1982-12-31","1979-01-01/1982-12-01"
"7228",6290,"ANTIGONISH","N/A","1880-12-01/1947-12-31","1880-01-01/1947-12-01"
"7229",47247,"ANTIGONISH SNOW","N/A","2009-01-01/2009-04-07","N/A"
"7230",6292,"APRIL BROOK IHD","N/A","1966-12-01/1976-01-31","1966-01-01/1976-12-01"
"7231",6293,"ARGYLE HEAD","N/A","1981-06-01/1983-11-30","1981-01-01/1983-12-01"
"7232",30681,"ASHDALE","N/A","2000-12-01/2004-03-31","2000-12-01/2004-03-01"
"7233",6294,"AVON","N/A","1949-11-01/2001-01-31","1949-01-01/2001-01-01"
"7234",6921,"AVONDALE","N/A","1993-05-01/2006-04-30","1993-01-01/2006-02-01"
"7235",6295,"AYLESFORD","N/A","1961-04-01/1984-02-29","1961-01-01/1984-12-01"
"7236",6296,"BACCARO","N/A","1957-12-01/1979-06-30","1957-01-01/1979-12-01"
"7237",10914,"BACCARO POINT","1994-02-01/2009-05-20","2005-12-01/2007-07-31","N/A"
"7238",46007,"BACCARO PT","2007-06-07/2012-05-16","2007-06-01/2012-05-16","2007-06-01/2007-07-01"
"7239",6297,"BADDECK","N/A","1875-06-01/2000-01-31","1875-01-01/2000-01-01"
"7240",30386,"BADDECK BELL","N/A","2000-07-01/2010-10-14","2000-07-01/2006-02-01"
"7241",6298,"BARRIE BROOK","N/A","1950-02-01/1972-01-31","1950-01-01/1972-12-01"
"7242",10969,"BARRINGTON CCR","1994-02-01/1996-01-20","N/A","N/A"
"7243",6299,"BAYSWATER","N/A","1990-12-01/1994-10-31","1990-01-01/1994-12-01"
"7244",6300,"BEAR RIVER","N/A","1952-11-01/2006-02-28","1952-01-01/2006-02-01"
"7245",10078,"BEAVER ISLAND (AUT)","1994-02-01/2012-05-16","1992-12-19/2012-05-16","N/A"
"7246",6301,"BEAVERBANK","N/A","1871-09-01/1964-03-31","1871-01-01/1964-12-01"
"7247",6302,"BEDFORD","N/A","1954-12-01/1966-05-31","1955-01-01/1966-12-01"
"7248",43406,"BEDFORD BASIN","2004-01-17/2012-05-16","N/A","N/A"
"7249",26824,"BEDFORD MWO","1995-03-22/1998-09-09","N/A","N/A"
"7250",43123,"BEDFORD RANGE","2004-09-24/2012-05-16","N/A","N/A"
"7251",27602,"BERRYS BAY","N/A","1998-06-01/2001-03-31","1998-06-01/2001-03-01"
"7252",7105,"BERWICK","N/A","1994-06-01/2010-11-30","1994-01-01/2006-02-01"
"7253",6303,"BIG INTERVALE","N/A","1984-09-01/1992-12-31","1984-01-01/1992-12-01"
"7254",6304,"BIRCHTOWN","N/A","1958-06-01/1977-12-31","1958-01-01/1977-12-01"
"7255",6305,"BLACK RIVER","N/A","1973-06-01/1975-01-31","1973-01-01/1975-12-01"
"7256",6306,"BLUE MOUNTAIN","N/A","1956-07-01/1957-01-31","1956-01-01/1957-12-01"
"7257",6307,"BRAESHORE","N/A","1975-09-01/1984-01-31","1975-01-01/1984-12-01"
"7258",27930,"BRIDGETOWN","N/A","1998-01-01/2010-12-31","1998-01-01/2006-02-01"
"7259",6308,"BRIDGEWATER","N/A","1961-09-01/2010-12-31","1961-01-01/2006-02-01"
"7260",10859,"BRIER ISLAND","1969-12-31/2012-05-16","2005-10-27/2012-05-16","2005-11-01/2007-07-01"
"7261",6309,"CAMBRIDGE STATION","N/A","1973-10-01/1978-09-30","1973-01-01/1978-12-01"
"7262",6310,"CAMDEN IHD","N/A","1973-02-01/1979-03-31","1973-01-01/1979-12-01"
"7263",6311,"CANNING","N/A","1979-12-01/1981-05-31","1979-01-01/1981-12-01"
"7264",6312,"CANSO","1963-12-13/1971-12-15","1963-12-01/1971-12-31","1964-01-01/1971-12-01"
"7265",6316,"CAP LA RONDE","N/A","1971-04-01/1972-08-31","1971-01-01/1972-12-01"
"7266",10936,"CAPE GEORGE","1994-02-01/2002-08-14","N/A","N/A"
"7267",6313,"CAPE JOHN","N/A","1959-04-01/1960-10-31","1959-01-01/1960-12-01"
"7268",6314,"CAPE NORTH","N/A","1958-10-01/1959-02-28","1958-01-01/1959-12-01"
"7269",6315,"CAPE SABLE","N/A","1948-04-01/1986-04-30","1948-01-01/1986-12-01"
"7270",8990,"CARIBOU POINT (AUT)","1994-02-01/2012-05-16","1993-04-01/2012-05-16","2004-11-01/2007-07-01"
"7271",6317,"CHAIN LAKE","N/A","1945-02-01/1977-04-30","1945-01-01/1977-12-01"
"7272",6318,"CHARLESVILLE","N/A","1978-10-01/2010-12-31","1978-01-01/2006-02-01"
"7273",6319,"CHESTER","N/A","1983-12-01/1986-03-31","1984-01-01/1986-12-01"
"7274",6320,"CHESTER BASIN","N/A","1983-12-01/1984-11-30","1984-01-01/1984-12-01"
"7275",6321,"CHETICAMP","N/A","1935-04-01/1945-08-31","1935-01-01/1945-12-01"
"7276",6322,"CHETICAMP","N/A","1956-02-01/1998-05-31","1956-01-01/1998-05-01"
"7277",27600,"CHETICAMP CS","1999-02-09/2012-05-16","1998-06-01/2012-05-16","1998-06-01/2007-07-01"
"7278",6323,"CLAM HARBOUR","N/A","1956-01-01/1958-05-31","1956-01-01/1958-12-01"
"7279",6324,"CLARENCE","N/A","1958-05-01/1993-06-30","1958-01-01/1993-12-01"
"7280",6325,"CLEMENTSVALE","N/A","1961-08-01/1980-05-31","1961-01-01/1980-12-01"
"7281",6326,"CLIFTON","N/A","1948-05-01/1989-11-30","1948-01-01/1989-12-01"
"7282",6327,"CLYDESDALE","N/A","1990-09-01/1995-03-31","1990-01-01/1995-03-01"
"7283",6328,"COLLEGE GRANT","N/A","1989-04-01/1992-10-31","1989-01-01/1992-12-01"
"7284",6329,"COLLEGEVILLE","N/A","1916-06-01/2010-11-30","1916-01-01/2006-02-01"
"7285",6330,"COPPER LAKE","1953-01-01/1974-06-28","1945-09-01/1974-06-30","1945-01-01/1974-12-01"
"7286",6331,"CORNWALL","N/A","1950-02-01/1957-01-31","1950-01-01/1957-12-01"
"7287",6332,"DARTMOUTH","N/A","1990-10-01/1991-12-31","1990-01-01/1991-12-01"
"7288",6333,"DAYTON","N/A","1988-08-01/1997-12-31","1988-01-01/1997-12-01"
"7289",42243,"DEBERT","2003-12-11/2012-05-16","2003-12-11/2012-05-16","2004-01-01/2007-07-01"
"7290",6334,"DEBERT","N/A","1982-10-01/2001-06-30","1982-01-01/2001-06-01"
"7291",6335,"DEBERT A","1953-01-01/1960-09-30","1945-11-01/1960-09-30","1945-01-01/1960-12-01"
"7292",6336,"DEMING","N/A","1956-10-01/2010-12-30","1956-01-01/2006-02-01"
"7293",6337,"DICKIE BROOK","N/A","1950-02-01/1994-08-31","1950-01-01/1994-12-01"
"7294",6338,"DIGBY","N/A","1872-03-01/1965-09-30","1872-01-01/1965-12-01"
"7295",6339,"DIGBY AIRPORT","1994-10-25/1997-05-22","1989-09-01/1997-05-31","1989-01-01/1997-05-01"
"7296",6340,"DIGBY CKDY","N/A","1970-02-01/1985-10-31","1970-01-01/1985-12-01"
"7297",6341,"DIGBY PRIM POINT","N/A","1965-07-01/1985-06-30","1965-01-01/1985-12-01"
"7298",6342,"EAST JORDAN","N/A","1973-04-01/1980-10-31","1973-01-01/1980-12-01"
"7299",6343,"EAST RIVER ST MARY'S","N/A","1975-10-01/1980-03-31","1975-01-01/1980-12-01"
"7300",30387,"EAST WALLACE","N/A","2000-06-01/2004-02-29","2000-06-01/2004-02-01"
"7301",6344,"ECUM SECUM","1953-01-01/1961-03-31","1940-07-01/1986-07-31","1940-01-01/1986-12-01"
"7302",6345,"EDDY POINT","1971-12-15/1985-03-31","1971-12-01/1985-03-31","1972-01-01/1985-12-01"
"7303",6346,"ELMSDALE","N/A","1961-09-01/1964-01-31","1961-01-01/1964-12-01"
"7304",6347,"FARMINGTON","N/A","1982-07-01/2003-08-31","1982-01-01/2003-08-01"
"7305",6348,"FIVE MILE LAKE","N/A","1933-09-01/1978-12-31","1933-01-01/1978-12-01"
"7306",9833,"FOURCHU HEAD (AUT)","1994-02-01/1997-01-28","1993-02-19/1997-01-28","N/A"
"7307",6349,"FRASER BROOK IHD","N/A","1965-12-01/1977-12-31","1966-01-01/1977-12-01"
"7308",6350,"FRIZZLETON","N/A","1916-08-01/1951-07-31","1916-01-01/1953-12-01"
"7309",6351,"GARLAND","N/A","1964-05-01/1972-08-31","1964-01-01/1972-12-01"
"7310",6352,"GLENORA FALLS","N/A","1954-12-01/1961-12-31","1954-01-01/1961-12-01"
"7311",10792,"GRAND ETANG","1994-02-01/2012-05-16","2005-11-01/2007-07-31","N/A"
"7312",6353,"GREAT VILLAGE","N/A","1980-04-01/2004-05-31","1980-01-01/2004-05-01"
"7313",6354,"GREENWOOD A","1953-01-01/2012-05-16","1942-11-01/2012-05-14","1942-01-01/2011-12-01"
"7314",6356,"HALIFAX","1953-01-01/1963-09-14","1939-09-01/1974-07-31","1939-01-01/1974-12-01"
"7315",6355,"HALIFAX","N/A","1871-04-01/1933-07-31","1871-01-01/1933-12-01"
"7316",6357,"HALIFAX CITADEL","N/A","1933-08-01/2002-01-31","1933-01-01/2002-01-01"
"7317",49128,"HALIFAX COMMONS","2010-12-02/2011-03-21","N/A","N/A"
"7318",43405,"HALIFAX DOCKYARD","2004-09-24/2012-05-16","N/A","N/A"
"7319",43124,"HALIFAX KOOTENAY","2004-09-28/2012-05-16","N/A","N/A"
"7320",6358,"HALIFAX STANFIELD INT'L A","1961-01-01/2012-05-16","1953-01-01/2012-05-16","1953-01-01/2011-08-01"
"7321",43403,"HALIFAX WINDSOR PARK","2004-09-24/2012-05-16","N/A","N/A"
"7322",6359,"HALL'S HARBOUR","N/A","1978-08-01/1980-07-31","1978-01-01/1980-12-01"
"7323",6360,"HAMMONDS PLAINS","N/A","1969-05-01/1972-03-31","1969-01-01/1971-12-01"
"7324",6361,"HARMONY","N/A","1950-02-01/1986-07-31","1950-01-01/1986-12-01"
"7325",7173,"HART ISLAND (AUT)","1994-02-01/2012-05-16","1993-04-03/2012-05-16","N/A"
"7326",44523,"HAWKESBURY","N/A","2006-01-01/2009-05-22","2006-01-01/2006-02-01"
"7327",6362,"HEAD JEDDORE","N/A","1990-01-01/1991-01-31","1990-01-01/1991-11-01"
"7328",6363,"HELLS GATE","N/A","1957-02-01/1957-04-30","1957-01-01/1957-12-01"
"7329",6364,"HOLLOW BRIDGE","N/A","1950-01-01/1954-07-31","1950-01-01/1955-12-01"
"7330",6365,"HOPEWELL","N/A","1968-07-01/1984-05-31","1968-01-01/1984-12-01"
"7331",6366,"HUBBARDS","N/A","1972-09-01/1980-04-30","1972-01-01/1980-12-01"
"7332",6367,"INDIAN BROOK","N/A","1965-01-01/1989-10-31","1965-01-01/1989-12-01"
"7333",6368,"INGONISH BEACH","N/A","1950-09-01/2000-06-30","1950-01-01/2000-06-01"
"7334",30326,"INGONISH BEACH CS","2000-01-22/2012-05-16","2000-07-24/2012-05-16","2004-01-01/2007-07-01"
"7335",6922,"INVERNESS","N/A","1991-11-01/2001-01-31","1991-01-01/2001-01-01"
"7336",6369,"INVERNESS (AUT)","1977-01-01/1986-12-31","1973-01-01/1975-03-31","1973-01-01/1973-12-01"
"7337",6370,"JACKSON","N/A","1982-07-01/2004-11-30","1982-01-01/2004-11-01"
"7338",6371,"KEBLE","N/A","1980-06-01/1980-11-30","1980-01-01/1980-12-01"
"7339",6923,"KEJIMKUJIK 1","1994-02-01/2012-05-16","1993-04-01/2012-05-16","1993-01-01/2007-07-01"
"7340",6372,"KEJIMKUJIK PARK","N/A","1966-02-01/1994-10-31","1966-01-01/1994-12-01"
"7341",6373,"KEMPTVILLE","N/A","1950-02-01/1991-09-30","1950-01-01/1991-11-01"
"7342",6374,"KEMPTVILLE 2","N/A","1956-05-01/1956-08-31","1956-01-01/1956-12-01"
"7343",6375,"KENTVILLE CDA","N/A","1913-04-01/1996-06-30","1913-01-01/1996-06-01"
"7344",27141,"KENTVILLE CDA CS","1999-01-12/2012-05-16","1996-07-01/2012-05-16","1996-07-01/2007-07-01"
"7345",6955,"LAKE AINSLIE","N/A","1991-06-01/1991-11-30","1991-01-01/1991-11-01"
"7346",6376,"LAKE CHARLOTTE","N/A","1971-11-01/1972-07-31","1971-01-01/1972-12-01"
"7347",27742,"LAKE MAJOR","N/A","1999-01-01/2012-05-16","1999-01-01/2006-02-01"
"7348",6377,"LAKE ROSSIGNOL","N/A","1941-07-01/1967-10-31","1941-01-01/1967-12-01"
"7349",6378,"LAWRENCETOWN","N/A","1956-05-01/1956-10-31","1956-01-01/1956-12-01"
"7350",6379,"LILY DALE","N/A","1956-01-01/1958-01-31","1956-01-01/1958-12-01"
"7351",6380,"LISCOMB GAME SANCTUARY","N/A","1962-05-01/1970-06-30","1962-01-01/1970-12-01"
"7352",6382,"LIVERPOOL","N/A","1913-05-01/1939-12-31","1913-01-01/1939-12-01"
"7353",6381,"LIVERPOOL","N/A","1940-07-01/1959-08-31","1940-01-01/1959-12-01"
"7354",6383,"LIVERPOOL BIG FALLS","N/A","1940-01-01/2012-05-15","1940-01-01/2006-02-01"
"7355",6384,"LIVERPOOL MILTON","N/A","1966-08-01/2006-05-31","1966-01-01/2005-11-01"
"7356",6386,"LOCH LOMOND","N/A","1973-06-01/1978-12-31","1973-01-01/1978-12-01"
"7357",6385,"LOCH LOMOND","N/A","1958-06-01/1973-05-31","1958-01-01/1973-12-01"
"7358",6387,"LORNE STATION","N/A","1984-06-01/1992-12-31","1984-01-01/1992-12-01"
"7359",6388,"LOUISBOURG","N/A","1972-07-01/2010-12-31","1972-01-01/2006-02-01"
"7360",6389,"LOWER L'ARDOISE","N/A","1974-05-01/1990-03-31","1974-01-01/1990-12-01"
"7361",6390,"LOWER MEAGHERS GRANT","N/A","1967-07-01/1993-06-30","1967-01-01/1993-12-01"
"7362",6391,"LOWER SACKVILLE","N/A","1964-02-01/1972-09-30","1964-01-01/1972-12-01"
"7363",6392,"LUCASVILLE","N/A","1951-11-01/1954-02-28","1951-01-01/1954-12-01"
"7364",31829,"LUNENBURG","2002-07-12/2012-05-16","2005-11-01/2007-07-31","2007-07-01/2007-07-01"
"7365",6393,"LYONS BROOK","N/A","1984-06-01/2012-05-16","1984-01-01/2006-02-01"
"7366",6394,"MABOU","N/A","1986-08-01/2006-06-30","1986-01-01/2006-01-01"
"7367",6395,"MACKAYS CORNER","N/A","1984-06-01/1986-11-30","1984-01-01/1986-12-01"
"7368",6396,"MAHONE BAY","N/A","1872-01-01/1960-11-30","1872-01-01/1960-12-01"
"7369",6397,"MAITLAND","N/A","1977-08-01/1978-04-30","1977-01-01/1978-12-01"
"7370",6398,"MALAGASH POINT","N/A","1989-07-01/2000-04-30","1989-01-01/2000-04-01"
"7371",6399,"MALAY FALLS","1999-01-19/2000-08-31","1950-02-01/2000-08-31","1950-01-01/2000-08-01"
"7372",30668,"MALAY FALLS","1999-09-13/2012-05-16","2000-08-01/2007-07-31","2000-08-01/2007-07-01"
"7373",6401,"MARGAREE FORKS","N/A","1976-05-01/2004-03-31","1976-01-01/2004-03-01"
"7374",6400,"MARGAREE FORKS","N/A","1960-10-01/1975-11-30","1960-01-01/1975-12-01"
"7375",6402,"MARGAREE HARBOUR","N/A","1958-05-01/1971-04-30","1958-01-01/1971-12-01"
"7376",49108,"MARTOCK 197M","2010-11-25/2011-05-07","N/A","N/A"
"7377",49109,"MARTOCK 35M","2010-11-25/2011-05-19","N/A","N/A"
"7378",6403,"MARYVALE","N/A","1976-01-01/1976-06-30","1976-01-01/1976-12-01"
"7379",6404,"MAVILLETTE EXP ST","N/A","1956-01-01/1957-11-30","1956-01-01/1957-12-01"
"7380",7169,"MCNABS ISLAND (AUT)","1999-10-13/2012-05-16","2005-11-01/2007-07-31","N/A"
"7381",6405,"METEGHAN","N/A","1973-10-01/1973-11-30","1973-01-01/1973-12-01"
"7382",6406,"METEGHAN RIVER","N/A","1937-03-01/1986-06-30","1937-01-01/1986-12-01"
"7383",6408,"MIDDLE CLYDE RIVER","N/A","1990-05-01/1995-11-30","1990-01-01/1995-11-01"
"7384",6409,"MIDDLE MUSQUODOBOIT","N/A","1961-07-01/2010-12-31","1961-01-01/2006-02-01"
"7385",6407,"MIDDLEBORO","N/A","1981-09-01/2004-03-31","1981-01-01/2004-03-01"
"7386",6410,"MIDDLETON","N/A","1914-05-01/1946-12-31","1914-01-01/1946-12-01"
"7387",6411,"MILFORD","N/A","1981-09-01/1982-10-31","1981-01-01/1982-12-01"
"7388",6924,"MILFORD STATION","N/A","1993-06-01/2000-07-31","1993-01-01/2000-07-01"
"7389",6412,"MILL VILLAGE","N/A","1973-01-01/1993-11-30","1973-01-01/1993-12-01"
"7390",6956,"MINASVILLE","N/A","1991-12-01/1992-02-29","1991-12-01/1992-12-01"
"7391",6413,"MOUNT UNIACKE","N/A","1919-09-01/2003-07-31","1919-01-01/2003-07-01"
"7392",42083,"NAPPAN AUTO","2003-11-26/2012-05-16","2003-10-29/2012-05-16","2005-08-01/2007-07-01"
"7393",6414,"NAPPAN CDA","N/A","1890-05-01/2005-07-31","1890-01-01/2005-07-01"
"7394",6415,"NEILS HARBOUR","N/A","1974-02-01/1974-02-28","1974-01-01/1974-12-01"
"7395",6416,"NEW GERMANY","N/A","1952-05-01/1960-03-31","1952-01-01/1960-12-01"
"7396",6417,"NEW GLASGOW TRENTON","N/A","1945-07-01/1950-12-31","1945-01-01/1950-12-01"
"7397",6418,"NEW GRAFTON","N/A","1950-02-01/1967-09-30","1950-01-01/1967-12-01"
"7398",6419,"NOEL","N/A","1934-08-01/1960-07-31","1934-01-01/1960-12-01"
"7399",6420,"NOEL SHORE","N/A","1979-10-01/1980-11-30","1979-01-01/1980-12-01"
"7400",6421,"NOEL SHORE EXP ST","N/A","1956-01-01/1956-12-31","1956-01-01/1956-12-01"
"7401",6925,"NORTH KINGSTON","N/A","1993-04-01/1997-08-31","1993-01-01/1997-08-01"
"7402",27592,"NORTH MOUNTAIN CS","1998-12-17/2012-05-16","1998-03-01/2012-05-16","1998-03-01/2007-07-01"
"7403",6424,"NORTH SYDNEY","N/A","1973-08-01/1974-08-31","1973-01-01/1974-12-01"
"7404",6422,"NORTHEAST MARGAREE","N/A","1955-08-01/1974-10-31","1955-01-01/1974-12-01"
"7405",6423,"NORTHEAST MARGAREE","N/A","1968-01-01/1987-09-30","1955-01-01/1987-12-01"
"7406",10661,"NORTHEAST MARGAREE (AUT)","1994-02-01/2012-05-16","N/A","N/A"
"7407",43404,"OSBORNE HEAD DND","2004-09-24/2012-05-16","N/A","N/A"
"7408",6425,"OVERTON","N/A","1972-04-01/1975-01-31","1972-01-01/1975-12-01"
